"BudgetHistoryLink","BUDGET","KEY","Budget#","FullAccount","Account","AcctDesc","Description","Dept","L/N","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec","Total","BudgetYear+1","BudgetYear+2","BudgetYear+3","BudgetYear+4","DIFF","Comments","Ranking","ImportDate","BudgetYear"
"174795","Kyger","KygerPLANNED-12003-1-20-401-20-320-512-500-4","           ","003-1-20-401-20-320-512-500-4","003-1-20-401-20-320-512-500-4","FGD ABOSORBER 12","GAS RISER WASH HEADER AND NOZZLE INSP / REPAIR","PLANNED-12","N","0","0","0","0","0","0","0","0","0","10000","0","0","10000","10000","10000","10000","10000","0","Contractor","1-Base","2025-10-21 11:50:02","2025"
"174796","Kyger","KygerPLANNED-12003-1-20-401-20-320-512-500-4","           ","003-1-20-401-20-320-512-500-4","003-1-20-401-20-320-512-500-4","FGD ABOSORBER 12","INITIAL AND POST FLOW TESTING","PLANNED-12","N","0","0","0","4000","0","0","0","0","0","6000","0","0","10000","10000","10000","10000","10000","0","Contractor","1-Base","2025-10-21 11:50:02","2025"
"171784","Clifty","CliftyPLANNED-02003-2-21-401-20-320-513-171-4","           ","003-2-21-401-20-320-513-171-4","003-2-21-401-20-320-513-171-4","TRAVELING SCREENS","""Clean Screenwell, repairs as well""","PLANNED-02","N","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","2025-09-17 12:50:02","2025"
"171785","Clifty","CliftyPLANNED-02003-2-21-401-20-320-512-203-4","           ","003-2-21-401-20-320-512-203-4","003-2-21-401-20-320-512-203-4","AIR PREHEATERS","APH wash after chemical clean","PLANNED-02","N","0","0","0","0","0","0","0","0","0","0","150000","0","150000","0","0","0","0","0","","1B Base Co","2025-09-17 12:50:02","2025"
"171786","Clifty","CliftyPLANNED-02003-2-21-401-20-320-512-236-4","           ","003-2-21-401-20-320-512-236-4","003-2-21-401-20-320-512-236-4","Waterwalls","Scaffolding/tube repairs after chem clean","PLANNED-02","N","0","0","0","0","0","0","0","0","0","0","50000","0","50000","0","0","0","0","0","","1R Reliabi","2025-09-17 12:50:02","2025"
"171787","Clifty","CliftyPLANNED-02003-2-21-401-20-320-512-220-4","           ","003-2-21-401-20-320-512-220-4","003-2-21-401-20-320-512-220-4","REHEATER","","PLANNED-02","N","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","2025-09-17 12:50:02","2025"
"171764","Clifty","CliftyPLANNED-02003-2-21-401-20-320-512-186-4","           ","003-2-21-401-20-320-512-186-4","003-2-21-401-20-320-512-186-4","SCR","""Vacuuming SCR, APH, & Windbox, Penthouse""","PLANNED-02","N","0","0","0","0","0","0","0","0","50000","80000","45000","0","175000","0","0","0","0","0","","1B Base Co","2025-09-17 12:50:02","2025"
"171765","Clifty","CliftyPLANNED-02003-2-21-401-20-320-512-186-4","           ","003-2-21-401-20-320-512-186-4","003-2-21-401-20-320-512-186-4","SCR","Seal weld Dampers Shut/Install Catalyst Layer","PLANNED-02","N","0","0","0","0","0","0","0","0","0","70000","70000","0","140000","0","0","0","0","0","","1E Environ","2025-09-17 12:50:02","2025"
"171766","Clifty","CliftyPLANNED-02003-2-21-401-20-320-512-208-4","           ","003-2-21-401-20-320-512-208-4","003-2-21-401-20-320-512-208-4","ASH HOPPER","""Ash hopper repairs (structural, refractory, PMs, contracted)""","PLANNED-02","N","0","0","0","0","0","0","0","0","0","0","50000","0","50000","0","0","0","0","0","","1R Reliabi","2025-09-17 12:50:02","2025"
"171767","Clifty","CliftyPLANNED-02003-2-21-401-20-320-512-208-4","           ","003-2-21-401-20-320-512-208-4","003-2-21-401-20-320-512-208-4","ASH HOPPER","Scaffolding","PLANNED-02","N","0","0","0","0","0","0","0","0","0","0","50000","0","50000","0","0","0","0","0","","1R Reliabi","2025-09-17 12:50:02","2025"
"175600","System","SystemHR003-1-10-401-20-120-926-170-4","           ","003-1-10-401-20-120-926-170-4","003-1-10-401-20-120-926-170-4","EMPLOYEE WELLNESS EXPENSE","Flu Shots/Wellness Fair/Fitness Program","HR","N","0","0","0","0","0","0","0","0","0","1500","1500","3000","6000","6000","6000","6000","6000","0","","","2025-10-21 13:35:02","2025"
"175601","System","SystemHR003-1-10-401-20-120-926-180-4","           ","003-1-10-401-20-120-926-180-4","003-1-10-401-20-120-926-180-4","SICK PAY ADMINISTRATION","Sick Pay","HR","N","8000","8000","8000","8000","8000","8000","8000","8000","8000","8000","8000","8000","96000","96000","96000","96000","96000","0","","","2025-10-21 13:35:02","2025"
"175602","System","SystemHR003-1-20-401-20-120-921-200-4","           ","003-1-20-401-20-120-921-200-4","003-1-20-401-20-120-921-200-4","EXP GEN OFFICE EMP HR","","HR","N","0","0","0","0","250","250","250","250","250","250","0","0","1500","1500","1500","1500","1500","0","","","2025-10-21 13:35:02","2025"
"175603","System","SystemHR003-1-20-401-20-120-921-300-4","           ","003-1-20-401-20-120-921-300-4","003-1-20-401-20-120-921-300-4","SUPPLIES & EXPENSE HR","Drug Testing","HR","N","0","0","2500","0","0","2500","0","0","2500","0","0","2500","10000","10000","10000","10000","10000","0","","","2025-10-21 13:35:02","2025"
"175604","System","SystemHR003-1-20-401-20-120-921-301-4","           ","003-1-20-401-20-120-921-301-4","003-1-20-401-20-120-921-301-4","TRAINING SUPP&EXP HR","","HR","N","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","2025-10-21 13:35:02","2025"
"175605","System","SystemHR003-1-20-401-20-120-921-302-4","           ","003-1-20-401-20-120-921-302-4","003-1-20-401-20-120-921-302-4","COMPUTER EXP-HARDWARE HR","","HR","N","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","2025-10-21 13:35:02","2025"
"175606","System","SystemHR003-1-20-401-20-120-921-303-4","           ","003-1-20-401-20-120-921-303-4","003-1-20-401-20-120-921-303-4","COMPUTER EXP-SOFTWARE HR","","HR","N","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","2025-10-21 13:35:02","2025"
"175607","System","SystemHR003-1-20-401-20-120-926-112-4","           ","003-1-20-401-20-120-926-112-4","003-1-20-401-20-120-926-112-4","RECREATION EXPENSE-KYGER","Kyger EE","HR","N","852","0","0","0","0","0","0","0","0","0","0","0","852","852","852","852","852","0","","","2025-10-21 13:35:02","2025"
"174873","Kyger","KygerUNPLANNED003-1-20-401-20-320-512-292-4","           ","003-1-20-401-20-320-512-292-4","003-1-20-401-20-320-512-292-4","OUTAGE PREP&CLEANUP","","UNPLANNED","N","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","1-Base","2025-10-21 11:50:02","2025"
"174874","Kyger","KygerUNPLANNED003-1-20-401-20-320-512-301-4","           ","003-1-20-401-20-320-512-301-4","003-1-20-401-20-320-512-301-4","FORCED DRAFT FAN","","UNPLANNED","N","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","1-Base","2025-10-21 11:50:02","2025"
"174875","Kyger","KygerUNPLANNED003-1-20-401-20-320-512-310-4","           ","003-1-20-401-20-320-512-310-4","003-1-20-401-20-320-512-310-4","BOILER FEED PUMP","","UNPLANNED","N","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","1-Base","2025-10-21 11:50:02","2025"
"174876","Kyger","KygerUNPLANNED003-1-20-401-20-320-512-320-4","           ","003-1-20-401-20-320-512-320-4","003-1-20-401-20-320-512-320-4","HI PRS HEATER","","UNPLANNED","N","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","1-Base","2025-10-21 11:50:02","2025"
"174877","Kyger","KygerUNPLANNED003-1-20-401-20-320-512-342-4","           ","003-1-20-401-20-320-512-342-4","003-1-20-401-20-320-512-342-4","BOILER BLOW OFF TANK","","UNPLANNED","N","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","1-Base","2025-10-21 11:50:02","2025"
"174878","Kyger","KygerUNPLANNED003-1-20-401-20-320-512-351-4","           ","003-1-20-401-20-320-512-351-4","003-1-20-401-20-320-512-351-4","SERVICE WATER PIPING","","UNPLANNED","N","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","1-Base","2025-10-21 11:50:02","2025"
"174879","Kyger","KygerUNPLANNED003-1-20-401-20-320-512-354-4","           ","003-1-20-401-20-320-512-354-4","003-1-20-401-20-320-512-354-4","BRG COOL WAT SYSTEM","","UNPLANNED","N","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","1-Base","2025-10-21 11:50:02","2025"
"174880","Kyger","KygerUNPLANNED003-1-20-401-20-320-512-362-4","           ","003-1-20-401-20-320-512-362-4","003-1-20-401-20-320-512-362-4","MAJOR CONTROLS BLR","","UNPLANNED","N","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","1-Base","2025-10-21 11:50:02","2025"
"175608","System","SystemHR003-1-20-401-20-120-926-113-4","           ","003-1-20-401-20-120-926-113-4","003-1-20-401-20-120-926-113-4","EMPLOYEE CLUBHOUSE","","HR","N","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","2025-10-21 13:35:02","2025"
"175609","System","SystemHR003-1-20-401-20-120-931-220-4","           ","003-1-20-401-20-120-931-220-4","003-1-20-401-20-120-931-220-4","OFFICE EQUIPMENT LEASE","","HR","N","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","2025-10-21 13:35:02","2025"
"175610","System","SystemHR003-2-21-401-20-120-921-200-4","           ","003-2-21-401-20-120-921-200-4","003-2-21-401-20-120-921-200-4","EXP GEN OFFICE EMP HR","","HR","N","0","500","250","650","750","500","500","1000","250","0","0","0","4400","4400","4400","4400","4400","0","","","2025-10-21 13:35:02","2025"
"175611","System","SystemHR003-2-21-401-20-120-921-300-4","           ","003-2-21-401-20-120-921-300-4","003-2-21-401-20-120-921-300-4","SUPPLIES & EXPENSE HR","Drug Testing","HR","N","75","75","2575","75","175","2575","75","75","2500","100","100","2600","11000","11000","11000","11000","11000","0","","","2025-10-21 13:35:02","2025"
"175612","System","SystemHR003-2-21-401-20-120-921-301-4","           ","003-2-21-401-20-120-921-301-4","003-2-21-401-20-120-921-301-4","TRAINING SUPP&EXP HR","","HR","N","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","2025-10-21 13:35:02","2025"
"172096","Clifty","CliftyMAINT003-2-21-401-20-320-512-517-4","           ","003-2-21-401-20-320-512-517-4","003-2-21-401-20-320-512-517-4","FGD 480V BUS","(8)Breaker rebuilds. 2k","MAINT","N","0","0","2000","2000","2000","2000","2000","2000","2000","2000","0","0","16000","0","0","0","0","0","","1B Base Co","2025-09-17 12:50:02","2025"
"172097","Clifty","CliftyMAINT003-2-21-401-20-320-512-518-4","           ","003-2-21-401-20-320-512-518-4","003-2-21-401-20-320-512-518-4","FGD 480V SWITCHGEAR","""Misc. repairs, (arc flash) 5 yr JBR ELECTRIC BUILDING pm is 90k from midwest switch gear for 1A & 1B feed breaker pms circular letter. ) Normal breaker repairs 50k,  circular letter.  wwtp breaker pm circular letter 40k-""","MAINT","N","26000","0","10000","90000","0","0","0","10000","0","10000","26000","8000","180000","0","0","0","0","0","","1B Base Co","2025-09-17 12:50:02","2025"
"172098","Clifty","CliftyMAINT003-2-21-401-20-320-512-519-4","           ","003-2-21-401-20-320-512-519-4","003-2-21-401-20-320-512-519-4","FGD ESSENTIAL PWR-DC BAT INVRT","2024 ups Pwr.supply battery replacements.","MAINT","N","0","0","0","0","0","0","0","0","2000","0","0","0","2000","0","0","0","0","0","","1B Base Co","2025-09-17 12:50:02","2025"
"172099","Clifty","CliftyMAINT003-2-21-401-20-320-512-520-4","           ","003-2-21-401-20-320-512-520-4","003-2-21-401-20-320-512-520-4","FGD FLUE GAS DUCT AND DAMPERS","""Isolation damper drive/seal air fan non outage- U6,U1w,U3w and cone/crane rental-""","MAINT","N","0","0","20000","0","0","0","0","0","0","20000","0","0","40000","0","0","0","0","0","","1B Base Co","2025-09-17 12:50:02","2025"
"172100","Clifty","CliftyMAINT003-2-21-401-20-320-512-521-4","           ","003-2-21-401-20-320-512-521-4","003-2-21-401-20-320-512-521-4","FGD DUCTWORK 13","","MAINT","N","0","0","0","0","0","0","0","0","1000","0","0","0","1000","0","0","0","0","0","","1B Base Co","2025-09-17 12:50:02","2025"
"172101","Clifty","CliftyMAINT003-2-21-401-20-320-512-522-4","           ","003-2-21-401-20-320-512-522-4","003-2-21-401-20-320-512-522-4","FGD DUCTWORK 46","","MAINT","N","0","0","0","0","0","1000","0","0","0","0","0","0","1000","0","0","0","0","0","","1B Base Co","2025-09-17 12:50:02","2025"
"172102","Clifty","CliftyMAINT003-2-21-401-20-320-512-523-4","           ","003-2-21-401-20-320-512-523-4","003-2-21-401-20-320-512-523-4","FGD STACK SHELL","","MAINT","N","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","1B Base Co","2025-09-17 12:50:02","2025"
"175613","System","SystemHR003-2-21-401-20-120-921-302-4","           ","003-2-21-401-20-120-921-302-4","003-2-21-401-20-120-921-302-4","COMPUTER EXP-HARDWARE HR","","HR","N","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","2025-10-21 13:35:02","2025"
"175614","System","SystemHR003-2-21-401-20-120-921-303-4","           ","003-2-21-401-20-120-921-303-4","003-2-21-401-20-120-921-303-4","COMPUTER EXP-SOFTWARE HR","","HR","N","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","2025-10-21 13:35:02","2025"
"175615","System","SystemHR003-2-21-401-20-120-923-400-4","           ","003-2-21-401-20-120-923-400-4","003-2-21-401-20-120-923-400-4","LEGAL SERVICES-CC/HR","Legal","HR","N","0","0","0","0","0","0","0","0","0","0","0","2000","2000","2000","2000","2000","2000","0","","","2025-10-21 13:35:02","2025"
"175616","System","SystemHR003-2-21-401-20-120-926-110-4","           ","003-2-21-401-20-120-926-110-4","003-2-21-401-20-120-926-110-4","RECREATION EXPENSE-CLIFTY","Clifty EE","HR","N","1020","0","0","0","0","0","0","0","0","0","0","0","1020","1020","1020","1020","1020","0","","","2025-10-21 13:35:02","2025"
"175617","System","SystemHR003-2-21-401-20-120-926-113-4","           ","003-2-21-401-20-120-926-113-4","003-2-21-401-20-120-926-113-4","EMPLOYEE CLUBHOUSE","","HR","N","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","2025-10-21 13:35:02","2025"
"175618","System","SystemHR003-2-21-401-20-120-926-130-4","           ","003-2-21-401-20-120-926-130-4","003-2-21-401-20-120-926-130-4","EDUCATIONAL ASSISTANCE-CLIFTY","","HR","N","0","0","0","0","0","5250","0","0","0","0","0","0","10500","10500","10500","10500","10500","0","","","2025-10-21 13:35:02","2025"
"175619","System","SystemHR003-2-21-401-20-120-926-160-4","           ","003-2-21-401-20-120-926-160-4","003-2-21-401-20-120-926-160-4","MOVING EXPENSE-CLIFTY","Moving Expense","HR","N","0","0","0","0","0","12000","0","0","0","0","0","0","12000","12000","12000","12000","12000","0","","","2025-10-21 13:35:02","2025"
"175620","System","SystemHR003-2-21-401-20-120-926-170-4","           ","003-2-21-401-20-120-926-170-4","003-2-21-401-20-120-926-170-4","EMPLOYEE WELLNESS EXP-CLIFTY","","HR","N","0","0","0","0","0","0","0","0","0","0","3500","3500","7000","7000","7000","7000","7000","0","","","2025-10-21 13:35:02","2025"
"174969","Kyger","KygerMAINT003-1-20-401-20-320-511-071-4","           ","003-1-20-401-20-320-511-071-4","003-1-20-401-20-320-511-071-4","WASH ROOM FIXTURES","","MAINT","N","250","250","250","250","250","250","250","250","250","250","250","250","3000","3000","3000","3000","3000","0","","1-Base","2025-10-21 11:50:02","2025"
"174970","Kyger","KygerMAINT003-1-20-401-20-320-511-072-4","           ","003-1-20-401-20-320-511-072-4","003-1-20-401-20-320-511-072-4","SANITARY SEWER PIPING","","MAINT","N","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","1-Base","2025-10-21 11:50:02","2025"
"174971","Kyger","KygerMAINT003-1-20-401-20-320-511-073-4","           ","003-1-20-401-20-320-511-073-4","003-1-20-401-20-320-511-073-4","SEWAGE TREATMENT","PM & MISC REPAIRS BLOWERS & PUMPS","MAINT","N","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","12000","12000","12000","12000","12000","0","","1-Base","2025-10-21 11:50:02","2025"
"174972","Kyger","KygerMAINT003-1-20-401-20-320-511-074-4","           ","003-1-20-401-20-320-511-074-4","003-1-20-401-20-320-511-074-4","HOT WATER HEATERS","PM & MISC REPAIRS","MAINT","N","500","500","500","500","500","500","500","500","500","500","500","500","6000","6000","6000","6000","6000","0","","1-Base","2025-10-21 11:50:02","2025"
"174973","Kyger","KygerMAINT003-1-20-401-20-320-511-079-4","           ","003-1-20-401-20-320-511-079-4","003-1-20-401-20-320-511-079-4","MISC BLDG PLUMBING","","MAINT","N","200","200","200","200","200","200","200","200","200","200","200","200","2400","2400","2400","2400","2400","0","","1-Base","2025-10-21 11:50:02","2025"
"174974","Kyger","KygerMAINT003-1-20-401-20-320-511-080-4","           ","003-1-20-401-20-320-511-080-4","003-1-20-401-20-320-511-080-4","FOUNDATIONS & FLOORS","MPW - Plant Cleaning (7 SWEEPERS + 1 SUPV) +3% ($660K AVE $55K/MONTH 24')","MAINT","N","0","55000","55000","55000","55000","55000","55000","55000","55000","55000","55000","110000","660000","660000","660000","660000","660000","0","Contractor","1-Base","2025-10-21 11:50:02","2025"
"174975","Kyger","KygerMAINT003-1-20-401-20-320-511-082-4","           ","003-1-20-401-20-320-511-082-4","003-1-20-401-20-320-511-082-4","WALLS & CEILINGS","","MAINT","N","300","300","300","300","300","300","300","300","300","300","300","300","3600","3600","3600","3600","3600","0","","1-Base","2025-10-21 11:50:02","2025"
"171944","Clifty","CliftyPLANNED-46003-2-21-401-20-320-512-508-4","           ","003-2-21-401-20-320-512-508-4","003-2-21-401-20-320-512-508-4","FGD GAS COOLING 46","Agitator blade repair / replacement","PLANNED-46","N","0","0","0","0","85000","85000","0","0","0","0","0","0","170000","0","0","0","0","0","","1R Reliabi","2025-09-17 12:50:02","2025"
"171945","Clifty","CliftyPLANNED-46003-2-21-401-20-320-512-508-4","           ","003-2-21-401-20-320-512-508-4","003-2-21-401-20-320-512-508-4","FGD GAS COOLING 46","Cleaning Gas Risers","PLANNED-46","N","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","2025-09-17 12:50:02","2025"
"171946","Clifty","CliftyPLANNED-46003-2-21-401-20-320-512-508-4","           ","003-2-21-401-20-320-512-508-4","003-2-21-401-20-320-512-508-4","FGD GAS COOLING 46","Gas Cooling Header Repairs","PLANNED-46","N","0","0","0","0","150000","150000","50000","0","0","0","0","0","350000","0","0","0","0","0","","1R Reliabi","2025-09-17 12:50:02","2025"
"171916","Clifty","CliftyPLANNED-13003-2-21-401-20-320-512-507-4","           ","003-2-21-401-20-320-512-507-4","003-2-21-401-20-320-512-507-4","FGD GAS COOLING 13","Gas Cooling Header Replacement","PLANNED-13","N","0","0","0","0","0","0","0","0","0","50000","50000","0","100000","0","0","0","0","0","","1R Reliabi","2025-09-17 12:50:02","2025"
"171917","Clifty","CliftyPLANNED-13003-2-21-401-20-320-512-507-4","           ","003-2-21-401-20-320-512-507-4","003-2-21-401-20-320-512-507-4","FGD GAS COOLING 13","Mist Eliminator Panels & Drains","PLANNED-13","N","0","0","0","0","0","0","0","0","0","45000","25000","0","70000","0","0","0","0","0","","1B Base Co","2025-09-17 12:50:02","2025"
"171918","Clifty","CliftyPLANNED-13003-2-21-401-20-320-512-520-4","           ","003-2-21-401-20-320-512-520-4","003-2-21-401-20-320-512-520-4","FGD FLUE GAS DUCT AND DAMPERS","OMC Funding JBR13 Inlet and Outlet Expansion Joints","PLANNED-13","N","0","0","0","0","0","0","0","0","0","231575","0","0","231575","0","0","0","0","0","","","2025-09-17 12:50:02","2025"
"156468","EO","EOTS003-1-10-401-20-302-570-500-4","           ","003-1-10-401-20-302-570-500-4","003-1-10-401-20-302-570-500-4","MAINT STA EQP T&S","Routine Equipment Maintenance","TS","N","0","0","0","1500","1500","1500","1500","1500","1500","0","0","0","9000","9000","9000","9000","9000","0","","","2025-03-18 13:20:02","2025"
"156469","EO","EOTS003-1-10-401-20-302-570-500-4","           ","003-1-10-401-20-302-570-500-4","003-1-10-401-20-302-570-500-4","MAINT STA EQP T&S","Riverside Group charges","TS","N","10000","10000","10000","10000","10000","10000","10000","10000","10000","10000","10000","10000","120000","120000","120000","120000","120000","0","","","2025-03-18 13:20:02","2025"
"156470","EO","EOTS003-1-10-401-20-302-570-500-4","           ","003-1-10-401-20-302-570-500-4","003-1-10-401-20-302-570-500-4","MAINT STA EQP T&S","Contract Electrical Testing","TS","N","0","0","0","0","0","10000","0","0","0","10000","0","0","20000","20000","20000","20000","20000","0","","","2025-03-18 13:20:02","2025"
"156471","EO","EOTS003-1-10-401-20-302-571-000-4","           ","003-1-10-401-20-302-571-000-4","003-1-10-401-20-302-571-000-4","MAINT OVERHEAD LINES -T&S","T-Line/Insulator Repairs - OH & KY","TS","N","0","0","0","30000","0","0","0","0","0","0","30000","0","60000","60000","60000","60000","60000","0","","","2025-03-18 13:20:02","2025"
"156472","EO","EOTS003-1-10-401-20-302-571-000-4","           ","003-1-10-401-20-302-571-000-4","003-1-10-401-20-302-571-000-4","MAINT OVERHEAD LINES -T&S","Manlift Rental","TS","N","0","0","15000","0","0","0","0","0","0","0","0","0","15000","15000","15000","15000","15000","0","","","2025-03-18 13:20:02","2025"
"156473","EO","EOTS003-1-10-401-20-302-571-000-4","           ","003-1-10-401-20-302-571-000-4","003-1-10-401-20-302-571-000-4","MAINT OVERHEAD LINES -T&S","Heavy Equipment Trailer Rental","TS","N","0","0","0","1500","1500","1500","1500","1500","1500","1500","0","0","10500","10500","10500","10500","10500","0","","","2025-03-18 13:20:02","2025"
"156474","EO","EOTS003-1-10-401-20-302-573-000-4","           ","003-1-10-401-20-302-573-000-4","003-1-10-401-20-302-573-000-4","MAINT STA EQP MICR & RADIO","Bareground Herbicide Application & Facility Maintenance - Microwave (5 Sites)","TS","N","0","0","0","0","1000","0","15000","0","0","0","0","0","16000","16000","16000","16000","16000","0","","","2025-03-18 13:20:02","2025"
"156475","EO","EOTS003-1-20-401-20-302-562-100-4","           ","003-1-20-401-20-302-562-100-4","003-1-20-401-20-302-562-100-4","STA EXP T&S","Material & Supplies","TS","N","500","500","500","500","500","500","500","500","500","500","500","500","6000","6000","6000","6000","6000","0","","","2025-03-18 13:20:02","2025"
"172103","Clifty","CliftyMAINT003-2-21-401-20-320-512-524-4","           ","003-2-21-401-20-320-512-524-4","003-2-21-401-20-320-512-524-4","FGD BOOSTER FANS","29k total-GearBox repairs limitorque drive","MAINT","N","0","0","0","29000","0","0","0","0","0","0","0","0","29000","0","0","0","0","0","","1B Base Co","2025-09-17 12:50:02","2025"
"172104","Clifty","CliftyMAINT003-2-21-401-20-320-512-528-4","           ","003-2-21-401-20-320-512-528-4","003-2-21-401-20-320-512-528-4","FGD TRONA SYSTEM","water leak/ sumps in trona island","MAINT","N","0","0","0","0","0","0","0","0","0","0","0","500","500","0","0","0","0","0","","1B Base Co","2025-09-17 12:50:02","2025"
"172105","Clifty","CliftyMAINT003-2-21-401-20-320-512-529-4","           ","003-2-21-401-20-320-512-529-4","003-2-21-401-20-320-512-529-4","FGD Hydrated Lime","Maint of the old Trona System","MAINT","N","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","1B Base Co","2025-09-17 12:50:02","2025"
"172106","Clifty","CliftyMAINT003-2-21-401-20-320-512-529-4","           ","003-2-21-401-20-320-512-529-4","003-2-21-401-20-320-512-529-4","FGD Hydrated Lime","""229k for operator to operate hydrated lime system. 70k for spring and fall pm parts, labor and misc. failure; 4k for vacuuming out trailers for outages. Air dryer pm 7k, roots blower pm 1,200.""","MAINT","N","20000","20000","20000","20000","20000","20000","20000","20000","20000","20000","20000","30000","250000","0","0","0","0","0","","1B Base Co","2025-09-17 12:50:02","2025"
"172107","Clifty","CliftyMAINT003-2-21-401-20-320-512-531-4","           ","003-2-21-401-20-320-512-531-4","003-2-21-401-20-320-512-531-4","FGD SERVICE AIR","#1-FGD Air Comp. rebuild@36k* air systems quarterly pm is 15kx4=60k - 96k total ( 20k will cover oil filters and pm material noo labor)","MAINT","N","0","14000","0","0","0","0","0","0","0","6000","0","0","20000","0","0","0","0","0","","1B Base Co","2025-09-17 12:50:02","2025"
"172108","Clifty","CliftyMAINT003-2-21-401-20-320-512-532-4","           ","003-2-21-401-20-320-512-532-4","003-2-21-401-20-320-512-532-4","FGD RAW/SERVICE WATER","""19k 2024 - check valve replacement, 14kpump seals""","MAINT","N","18000","0","0","0","0","0","15313","0","0","0","0","0","33313","0","0","0","0","0","","1B Base Co","2025-09-17 12:50:02","2025"
"172109","Clifty","CliftyMAINT003-2-21-401-20-320-512-533-4","           ","003-2-21-401-20-320-512-533-4","003-2-21-401-20-320-512-533-4","FGD WASTEWATER TREATMENT","""2 sets of clothes20k*Sump rebuild 12k.*Polymer pumps 12k.*Sept.Tank Outage  20k, 11k (?), 23.5k Rebuild of pump*7700 for Coag. Agita. Note Defered *New plates for filter press40k no abel pump rebuilds included*""","MAINT","N","0","40000","0","25000","25000","24100","0","0","25900","25000","25000","0","190000","0","0","0","0","0","","1B Base Co","2025-09-17 12:50:02","2025"
"172110","Clifty","CliftyMAINT003-2-21-401-20-320-512-540-4","           ","003-2-21-401-20-320-512-540-4","003-2-21-401-20-320-512-540-4","BIOREACTORS","""general power supply, isolation valves misc. expenses""","MAINT","N","900","900","900","900","900","900","900","900","900","900","900","100","10000","0","0","0","0","0","","1B Base Co","2025-09-17 12:50:02","2025"
"172111","Clifty","CliftyMAINT003-2-21-401-20-320-513-100-4","           ","003-2-21-401-20-320-513-100-4","003-2-21-401-20-320-513-100-4","HP TURBINE SHELL","Typical maintenance.","MAINT","N","0","0","0","0","0","0","0","10000","0","0","10000","0","20000","0","0","0","0","0","","1B Base Co","2025-09-17 12:50:02","2025"
"156476","EO","EOTS003-1-20-401-20-302-562-110-4","           ","003-1-20-401-20-302-562-110-4","003-1-20-401-20-302-562-110-4","T&S SALE OF SCRAP","Sale of Scrap and/or Surplus","TS","N","0","0","0","0","0","0","0","0","0","0","0","-1500","-1500","-1500","-1500","-1500","-1500","0","","","2025-03-18 13:20:02","2025"
"156477","EO","EOTS003-1-20-401-20-302-569-000-4","           ","003-1-20-401-20-302-569-000-4","003-1-20-401-20-302-569-000-4","MAINT STRUCT","Bareground Herbicide Application - Switchyard","TS","N","0","0","0","0","2000","0","0","0","0","0","0","0","2000","2000","2000","2000","2000","0","","","2025-03-18 13:20:02","2025"
"156478","EO","EOTS003-1-20-401-20-302-569-000-4","           ","003-1-20-401-20-302-569-000-4","003-1-20-401-20-302-569-000-4","MAINT STRUCT","Routine Building/Stucture Maint.","TS","N","0","0","0","0","0","0","0","0","1500","1500","1500","1500","6000","6000","6000","6000","6000","0","","","2025-03-18 13:20:02","2025"
"156479","EO","EOTS003-1-20-401-20-302-570-400-4","           ","003-1-20-401-20-302-570-400-4","003-1-20-401-20-302-570-400-4","POLLUTION CONTROL EXP","Environmental Projects","TS","N","0","0","0","4000","0","0","0","4000","0","0","0","4000","12000","12000","12000","12000","12000","0","","","2025-03-18 13:20:02","2025"
